"respondent_id";"collector_id";"date_created";"date_modified";"ip_address";"email_address";"first_name";"last_name";"custom_1";"Apreciado estudiante,Su participaci�n en esta encuesta es voluntaria y la informaci�n recolectada ser� objeto de reportes, investigaciones o productos acad�micos, cuidando siempre que no se revele su identidad.Si decide participar, por favor marque �S� y luego haga clic en el bot�n "Sig." que aparece abajo. En caso de que no desee participar, por favor cierre esta p�gina.Gracias por su colaboraci�n.";"Por favor indique el profesor a cargo de la secci�n en la que se encuentra inscrito(a)";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados:";"";"";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados:";"";"";"";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados (Marque N/A en caso de que alguno de los enunciados no aplique de acuerdo con su experiencia):";"";"";"";"O10_En promedio, �cu�ntas horas por semana�ha tenido�que dedicar a las actividades desarrolladas fuera de clase?";"O11_�C�mo considera la carga acad�mica del curso?";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados:";"";"";"";"";"";"Por favor indique qu� tan de acuerdo est� con el siguiente enunciado:";"A4_En una escala de 1 a 5 (siendo 1 el m�nimo y 5 el m�ximo) valore el aporte de cada una de las siguientes actividades a su proceso de aprendizaje.";"";"";"";"";"";"";"";"";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados:";"";"";"";"";"";"";"";"";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados:";"";"";"";"";"";"";"";"Por favor indique qu� tan de acuerdo est� con el siguiente enunciado.";
"6509745575";"165427744";"2017-11-09 16:35:48";"2017-11-09 16:44:28";"157.253.170.82";"Login estudiante12425";"";"";"";"1";"2";"3";"2";"2";"5";"1";"3";"2";"3";"0";"0";"0";"11";"3";"2";"1";"2";"2";"2";"3";"4";"5";"5";"2";"3";"3";"5";"3";"3";"4";"4";"4";"3";"2";"3";"5";"5";"5";"5";"4";"4";"4";"5";"5";"5";"5";"3";"5";
"6509745512";"165427744";"2017-11-09 16:35:45";"2017-11-09 16:39:58";"157.253.163.155";"Login estudiante12429";"";"";"";"1";"2";"3";"5";"5";"4";"4";"4";"4";"3";"3";"3";"3";"6";"3";"4";"4";"4";"4";"4";"4";"4";"5";"4";"3";"3";"4";"3";"4";"4";"4";"4";"5";"5";"5";"5";"5";"5";"4";"5";"4";"4";"4";"3";"3";"3";"3";"4";"4";
"6509745494";"165427744";"2017-11-09 16:35:46";"2017-11-09 16:44:09";"157.253.162.112";"Login estudiante12435";"";"";"";"1";"2";"4";"4";"3";"4";"2";"5";"3";"4";"4";"0";"0";"4";"3";"4";"2";"4";"4";"3";"4";"4";"4";"3";"4";"1";"2";"3";"4";"4";"4";"4";"3";"3";"3";"4";"4";"3";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";
"6509745488";"165427744";"2017-11-09 16:35:40";"2017-11-09 16:41:49";"157.253.170.105";"Login estudiante12441";"";"";"";"1";"2";"5";"4";"5";"4";"3";"3";"4";"5";"5";"4";"4";"6";"3";"4";"3";"4";"3";"4";"4";"4";"4";"5";"5";"3";"3";"3";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"3";"4";"4";"4";"3";"3";"4";"4";"4";"4";"5";
"6509745458";"165427744";"2017-11-09 16:35:47";"2017-11-09 16:40:06";"157.253.170.123";"Login estudiante12431";"";"";"";"1";"2";"4";"4";"4";"4";"3";"4";"3";"0";"0";"0";"0";"4";"3";"4";"3";"4";"4";"4";"4";"3";"2";"2";"2";"2";"2";"3";"3";"3";"3";"3";"3";"2";"2";"2";"4";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"4";
"6509745405";"165427744";"2017-11-09 16:35:47";"2017-11-09 16:46:41";"157.253.128.236";"Login estudiante4077";"";"";"";"1";"2";"2";"1";"1";"3";"1";"3";"3";"2";"3";"1";"1";"4";"3";"2";"3";"2";"1";"2";"2";"1";"3";"3";"1";"1";"1";"2";"4";"4";"4";"3";"3";"3";"1";"1";"4";"3";"4";"4";"4";"2";"4";"4";"3";"3";"3";"3";"4";
"6509745203";"165427744";"2017-11-09 16:35:43";"2017-11-09 16:45:16";"157.253.162.143";"Login estudiante10209";"";"";"";"1";"2";"4";"3";"5";"4";"5";"5";"3";"0";"0";"4";"4";"6";"3";"3";"5";"3";"5";"2";"5";"4";"5";"3";"4";"5";"5";"4";"5";"5";"5";"5";"5";"3";"4";"5";"5";"5";"3";"5";"5";"5";"5";"4";"3";"5";"4";"3";"5";
"6509744997";"165427744";"2017-11-09 16:35:04";"2017-11-09 16:45:47";"152.202.65.246";"Login estudiante12432";"";"";"";"1";"2";"3";"3";"3";"4";"2";"4";"2";"3";"3";"0";"0";"6";"3";"3";"2";"4";"4";"4";"3";"3";"4";"4";"1";"4";"2";"4";"3";"3";"3";"4";"4";"3";"3";"4";"5";"3";"4";"5";"4";"4";"4";"5";"4";"4";"4";"3";"5";
"6509743988";"165427744";"2017-11-09 16:35:03";"2017-11-09 16:45:16";"157.253.127.96";"Login estudiante6383";"";"";"";"1";"2";"2";"4";"3";"3";"2";"1";"4";"2";"3";"3";"3";"4";"3";"1";"3";"4";"3";"3";"4";"3";"5";"1";"1";"1";"1";"3";"3";"3";"4";"4";"3";"3";"3";"4";"4";"2";"2";"3";"2";"1";"3";"3";"3";"3";"3";"2";"4";
"6509743847";"165427744";"2017-11-09 16:34:29";"2017-11-09 16:52:52";"157.253.103.126";"Login estudiante10111";"";"";"";"1";"2";"2";"4";"4";"3";"4";"2";"1";"2";"2";"2";"2";"5";"3";"4";"1";"4";"2";"2";"3";"4";"4";"2";"2";"2";"2";"3";"3";"3";"3";"3";"3";"3";"3";"4";"3";"3";"2";"4";"5";"5";"4";"4";"2";"4";"4";"3";"5";
"6509743729";"165427744";"2017-11-09 16:35:13";"2017-11-09 16:46:30";"157.253.162.47";"Login estudiante12427";"";"";"";"1";"2";"4";"4";"2";"5";"2";"4";"3";"3";"4";"3";"3";"6";"3";"3";"3";"5";"4";"2";"4";"4";"5";"4";"3";"3";"3";"4";"5";"5";"4";"5";"4";"4";"3";"4";"4";"4";"4";"5";"4";"4";"4";"4";"4";"5";"5";"5";"5";
"6509743551";"165427744";"2017-11-09 16:35:04";"2017-11-09 16:40:14";"157.253.162.48";"Login estudiante12424";"";"";"";"1";"2";"2";"4";"3";"4";"2";"2";"3";"3";"2";"4";"4";"3";"4";"3";"3";"2";"2";"2";"3";"2";"4";"4";"1";"3";"3";"5";"3";"4";"3";"3";"3";"3";"4";"4";"4";"3";"3";"3";"4";"4";"4";"4";"4";"4";"4";"3";"4";
"6509743377";"165427744";"2017-11-09 16:35:03";"2017-11-09 16:43:06";"157.253.162.249";"Login estudiante5938";"";"";"";"1";"2";"3";"2";"2";"4";"3";"4";"2";"3";"3";"3";"3";"3";"3";"4";"2";"3";"2";"3";"2";"2";"3";"1";"4";"2";"2";"3";"3";"4";"4";"1";"2";"4";"2";"4";"4";"2";"2";"4";"4";"2";"3";"1";"2";"2";"2";"2";"4";
"6509743198";"165427744";"2017-11-09 16:34:48";"2017-11-09 16:45:46";"157.253.164.129";"Login estudiante3302";"";"";"";"1";"2";"5";"5";"5";"4";"4";"4";"2";"5";"5";"5";"5";"9";"4";"5";"5";"5";"5";"3";"4";"4";"5";"5";"3";"3";"4";"5";"5";"5";"5";"3";"5";"4";"5";"5";"5";"5";"5";"5";"5";"5";"5";"4";"4";"4";"4";"4";"5";
"6509743092";"165427744";"2017-11-09 16:34:51";"2017-11-09 16:45:22";"157.253.170.185";"Login estudiante12451";"";"";"";"1";"2";"2";"4";"2";"4";"2";"2";"4";"3";"3";"5";"5";"4";"3";"5";"2";"4";"3";"4";"4";"1";"5";"4";"1";"1";"1";"3";"3";"4";"5";"5";"5";"2";"2";"4";"4";"1";"4";"4";"4";"5";"4";"1";"1";"2";"3";"2";"5";
"6509742994";"165427744";"2017-11-09 16:34:50";"2017-11-09 16:42:08";"157.253.221.108";"Login estudiante12428";"";"";"";"1";"2";"4";"3";"5";"5";"3";"3";"5";"0";"4";"0";"0";"4";"3";"4";"2";"4";"3";"3";"4";"3";"5";"4";"3";"1";"1";"2";"4";"4";"4";"4";"4";"4";"3";"3";"4";"4";"4";"4";"3";"4";"4";"3";"4";"4";"4";"5";"5";
"6509742980";"165427744";"2017-11-09 16:34:49";"2017-11-09 16:43:14";"157.253.170.38";"Login estudiante6406";"";"";"";"1";"2";"3";"4";"1";"4";"2";"3";"1";"3";"3";"0";"0";"4";"3";"2";"3";"3";"4";"2";"1";"3";"4";"2";"1";"1";"1";"3";"4";"3";"3";"4";"4";"3";"1";"2";"4";"3";"4";"3";"2";"2";"3";"3";"1";"3";"3";"3";"4";
"6509742918";"165427744";"2017-11-09 16:34:43";"2017-11-09 16:52:10";"157.253.170.139";"Login estudiante12433";"";"";"";"1";"2";"4";"4";"4";"4";"2";"4";"2";"0";"0";"0";"0";"6";"3";"3";"4";"4";"2";"4";"4";"4";"5";"4";"3";"3";"1";"5";"5";"4";"4";"4";"3";"2";"3";"2";"4";"3";"2";"2";"4";"2";"4";"4";"4";"4";"4";"4";"5";
"6509742742";"165427744";"2017-11-09 16:34:42";"2017-11-09 16:43:55";"157.253.170.60";"Login estudiante12423";"";"";"";"1";"2";"4";"5";"5";"5";"4";"4";"2";"3";"4";"2";"3";"4";"3";"4";"4";"5";"5";"4";"4";"4";"5";"4";"3";"2";"2";"4";"4";"4";"4";"5";"5";"4";"4";"4";"4";"4";"4";"4";"4";"5";"5";"4";"4";"4";"4";"1";"5";
"6509742412";"165427744";"2017-11-09 16:34:31";"2017-11-09 16:48:34";"157.253.162.52";"Login estudiante12434";"";"";"";"1";"2";"3";"4";"3";"4";"3";"3";"4";"4";"5";"0";"0";"6";"3";"4";"3";"4";"3";"3";"4";"3";"4";"3";"3";"4";"4";"3";"4";"4";"2";"4";"4";"3";"3";"4";"4";"4";"4";"3";"4";"4";"4";"4";"3";"4";"4";"3";"4";
"6509742372";"165427744";"2017-11-09 16:34:29";"2017-11-09 16:43:17";"157.253.165.191";"Login estudiante12445";"";"";"";"1";"2";"3";"4";"3";"3";"4";"4";"3";"0";"3";"0";"0";"4";"3";"4";"2";"4";"4";"3";"2";"3";"4";"3";"3";"2";"2";"2";"4";"4";"4";"4";"4";"3";"2";"4";"4";"4";"4";"4";"5";"4";"4";"3";"4";"3";"3";"4";"5";
"6509742247";"165427744";"2017-11-09 16:34:31";"2017-11-09 16:47:30";"157.253.162.100";"Login estudiante12430";"";"";"";"1";"2";"4";"3";"3";"4";"2";"2";"3";"2";"3";"3";"2";"8";"4";"3";"2";"3";"3";"3";"4";"1";"4";"2";"2";"1";"1";"3";"4";"3";"4";"4";"3";"2";"4";"4";"2";"2";"3";"3";"4";"2";"2";"4";"3";"4";"2";"3";"3";
"6509741488";"165427744";"2017-11-09 16:34:17";"2017-11-09 16:42:46";"157.253.165.25";"Login estudiante10198";"";"";"";"1";"1";"4";"4";"4";"5";"5";"5";"3";"2";"2";"0";"0";"7";"4";"4";"4";"2";"4";"4";"3";"1";"5";"2";"1";"3";"1";"2";"4";"3";"3";"3";"4";"3";"2";"5";"5";"4";"3";"2";"4";"3";"4";"2";"2";"3";"3";"4";"5";
"6509739561";"165427744";"2017-11-09 16:32:13";"2017-11-09 16:45:30";"157.253.153.54";"Login estudiante12437";"";"";"";"1";"2";"4";"4";"4";"5";"5";"4";"2";"3";"2";"2";"0";"4";"4";"5";"4";"5";"5";"5";"4";"4";"5";"5";"1";"2";"2";"5";"3";"5";"5";"5";"5";"5";"2";"4";"5";"5";"5";"5";"4";"4";"3";"4";"2";"3";"3";"3";"5";
"6509735535";"165427744";"2017-11-09 16:31:49";"2017-11-09 16:47:48";"157.253.162.182";"Login estudiante12452";"";"";"";"1";"2";"2";"3";"4";"5";"4";"4";"2";"1";"2";"3";"3";"4";"3";"4";"3";"4";"3";"3";"4";"3";"5";"3";"2";"5";"1";"4";"5";"5";"4";"5";"4";"4";"2";"2";"5";"5";"5";"5";"3";"4";"4";"2";"1";"3";"3";"3";"4";
"6509732937";"165427744";"2017-11-09 16:30:32";"2017-11-09 16:44:37";"157.253.162.93";"Login estudiante12443";"";"";"";"1";"2";"2";"2";"1";"3";"4";"4";"1";"3";"3";"0";"0";"5";"3";"3";"3";"2";"2";"2";"2";"2";"5";"2";"2";"2";"2";"1";"3";"3";"1";"5";"5";"2";"2";"2";"4";"4";"4";"5";"3";"2";"3";"1";"3";"2";"2";"2";"4";
"6509726863";"165427744";"2017-11-09 16:28:35";"2017-11-09 16:42:52";"157.253.163.37";"Login estudiante12438";"";"";"";"1";"2";"3";"2";"2";"4";"4";"4";"4";"4";"4";"0";"0";"5";"3";"2";"4";"4";"4";"4";"4";"4";"5";"4";"2";"3";"3";"2";"4";"4";"4";"4";"4";"3";"3";"3";"4";"4";"4";"4";"4";"3";"4";"4";"4";"4";"4";"4";"5";
"6509716800";"165427744";"2017-11-09 16:24:45";"2017-11-09 16:41:54";"157.253.165.215";"Login estudiante11319";"";"";"";"1";"2";"2";"3";"1";"4";"3";"5";"2";"2";"4";"4";"4";"6";"3";"4";"2";"4";"2";"2";"2";"2";"4";"3";"2";"2";"2";"2";"3";"3";"2";"2";"2";"2";"2";"3";"3";"2";"1";"2";"4";"3";"3";"2";"2";"3";"2";"4";"4";
"6509710360";"165427744";"2017-11-09 16:22:10";"2017-11-09 16:27:25";"157.253.135.249";"Login estudiante12404";"";"";"";"1";"1";"4";"3";"3";"4";"4";"3";"2";"4";"4";"3";"3";"4";"5";"4";"4";"4";"4";"4";"3";"3";"5";"4";"1";"3";"3";"2";"3";"4";"4";"4";"3";"3";"3";"3";"4";"2";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";
"6509707601";"165427744";"2017-11-09 16:21:11";"2017-11-09 16:43:13";"157.253.170.150";"Login estudiante12442";"";"";"";"1";"2";"2";"2";"3";"4";"4";"2";"3";"4";"4";"3";"3";"6";"4";"3";"2";"3";"3";"3";"3";"2";"5";"3";"2";"2";"3";"2";"4";"4";"4";"5";"4";"3";"4";"4";"5";"4";"4";"4";"2";"2";"2";"3";"2";"3";"3";"2";"4";
"6509707067";"165427744";"2017-11-09 16:21:19";"2017-11-09 16:34:11";"157.253.164.225";"Login estudiante10145";"";"";"";"1";"2";"2";"2";"3";"3";"3";"3";"2";"0";"0";"3";"2";"7";"4";"2";"2";"4";"2";"3";"2";"2";"4";"1";"2";"1";"1";"2";"3";"3";"2";"3";"3";"2";"2";"3";"4";"3";"3";"4";"3";"3";"3";"4";"4";"3";"4";"2";"3";
"6509705120";"165427744";"2017-11-09 16:20:43";"2017-11-09 16:35:31";"157.253.170.13";"Login estudiante12453";"";"";"";"1";"2";"2";"2";"4";"4";"1";"4";"2";"3";"3";"3";"2";"6";"4";"2";"2";"4";"4";"3";"4";"2";"5";"2";"2";"5";"5";"4";"4";"4";"3";"4";"4";"4";"2";"4";"5";"3";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";
"6509695434";"165427744";"2017-11-09 16:17:05";"2017-11-09 16:24:35";"157.253.137.94";"Login estudiante12403";"";"";"";"1";"1";"5";"5";"5";"5";"2";"2";"4";"5";"4";"4";"4";"3";"3";"5";"3";"4";"4";"2";"2";"3";"4";"3";"3";"1";"1";"2";"4";"3";"4";"4";"4";"4";"2";"2";"4";"4";"4";"5";"2";"1";"4";"4";"2";"3";"3";"3";"5";
"6509693019";"165427744";"2017-11-09 16:16:11";"2017-11-09 16:20:10";"157.253.138.148";"Login estudiante5939";"";"";"";"1";"1";"4";"3";"3";"3";"2";"4";"4";"4";"4";"4";"4";"6";"4";"4";"4";"5";"4";"4";"3";"4";"5";"3";"3";"1";"1";"4";"4";"4";"4";"3";"3";"4";"4";"2";"4";"2";"4";"4";"5";"5";"5";"5";"5";"5";"5";"5";"5";
